panel,date,value
P000,2000-01,1.494474311248
P000,2000-02,1.502386502053
P000,2000-03,1.510298692858
P000,2000-04,1.518210883662
P000,2000-05,1.526123074467
P000,2000-06,1.534035265271
P000,2000-07,1.541947456076
P000,2000-08,1.549859646881
P000,2000-09,1.557771837685
P000,2000-10,1.565684028490
P000,2000-11,1.573596219295
P000,2000-12,1.581508410099
P000,2001-01,1.589420600904
P000,2001-02,1.597332791708
P000,2001-03,1.605244982513
P000,2001-04,1.613157173318
P000,2001-05,1.621069364122
P000,2001-06,1.628981554927
P000,2001-07,1.636893745731
P000,2001-08,1.644805936536
P000,2001-09,1.652718127341
P000,2001-10,1.660630318145
P000,2001-11,1.668542508950
P000,2001-12,1.676454699754
P000,2002-01,1.684366890559
P000,2002-02,1.692279081364
P000,2002-03,1.700191272168
P000,2002-04,1.708103462973
P000,2002-05,1.716015653777
P000,2002-06,1.723927844582
P000,2002-07,1.731840035387
P000,2002-08,1.739752226191
P000,2002-09,1.747664416996
P000,2002-10,1.755576607801
P000,2002-11,1.763488798605
P000,2002-12,1.771400989410
P000,2003-01,1.779313180214
P000,2003-02,1.787225371019
P000,2003-03,1.795137561824
P000,2003-04,1.803049752628
P000,2003-05,1.810961943433
P000,2003-06,1.818874134237
P000,2003-07,1.826786325042
P000,2003-08,1.834698515847
P000,2003-09,1.842610706651
P000,2003-10,1.850522897456
P000,2003-11,1.858435088260
P000,2003-12,1.866347279065
P000,2004-01,1.874259469870
P000,2004-02,1.882171660674
P000,2004-03,1.890083851479
P000,2004-04,1.897996042284
P000,2004-05,1.905908233088
P000,2004-06,1.913820423893
P000,2004-07,1.921732614697
P000,2004-08,1.929644805502
P000,2004-09,1.937556996307
P000,2004-10,1.945469187111
P000,2004-11,1.953381377916
P000,2004-12,1.961293568720
P000,2005-01,1.969205759525
P000,2005-02,1.977117950330
P000,2005-03,1.985030141134
P000,2005-04,1.992942331939
P000,2005-05,2.000854522743
P000,2005-06,2.008766713548
P000,2005-07,2.016678904353
P000,2005-08,2.024591095157
P000,2005-09,2.032503285962
P000,2005-10,2.040415476767
P000,2005-11,2.048327667571
P000,2005-12,2.056239858376
P000,2006-01,2.064152049180
P000,2006-02,2.072064239985
P000,2006-03,2.079976430790
P000,2006-04,2.087888621594
P000,2006-05,2.095800812399
P000,2006-06,2.103713003203
P000,2006-07,2.111625194008
P000,2006-08,2.119537384813
P000,2006-09,2.127449575617
P000,2006-10,2.135361766422
P000,2006-11,2.143273957226
P000,2006-12,2.151186148031
P000,2007-01,2.159098338836
P000,2007-02,2.167010529640
P000,2007-03,2.174922720445
P000,2007-04,2.182834911250
P000,2007-05,2.190747102054
P000,2007-06,2.198659292859
P000,2007-07,2.206571483663
P000,2007-08,2.214483674468
P000,2007-09,2.222395865273
P000,2007-10,2.230308056077
P000,2007-11,2.238220246882
P000,2007-12,2.246132437686
P000,2008-01,2.254044628491
P000,2008-02,2.261956819296
P000,2008-03,2.269869010100
P000,2008-04,2.277781200905
P000,2008-05,2.285693391709
P000,2008-06,2.293605582514
P000,2008-07,2.301517773319
P000,2008-08,2.309429964123
P000,2008-09,2.317342154928
P000,2008-10,2.325254345732
P000,2008-11,2.333166536537
P000,2008-12,2.341078727342
P000,2009-01,2.348990918146
P000,2009-02,2.356903108951
P000,2009-03,2.364815299756
P000,2009-04,2.372727490560
P000,2009-05,2.380639681365
P000,2009-06,2.388551872169
P000,2009-07,2.396464062974
P000,2009-08,2.404376253779
P000,2009-09,2.412288444583
P000,2009-10,2.420200635388
P000,2009-11,2.428112826192
P000,2009-12,2.436025016997
P000,2010-01,2.443937207802
P000,2010-02,2.451849398606
P000,2010-03,2.459761589411
P000,2010-04,2.467673780215
P000,2010-05,2.475585971020
P000,2010-06,2.483498161825
P000,2010-07,2.491410352629
P000,2010-08,2.499322543434
P000,2010-09,2.507234734239
P000,2010-10,2.515146925043
P000,2010-11,2.523059115848
P000,2010-12,2.530971306652
P000,2011-01,2.538883497457
P000,2011-02,2.546795688262
P000,2011-03,2.554707879066
P000,2011-04,2.562620069871
P000,2011-05,2.570532260675
P000,2011-06,2.578444451480
P000,2011-07,2.586356642285
P000,2011-08,2.594268833089
P000,2011-09,2.602181023894
P000,2011-10,2.610093214698
P000,2011-11,2.618005405503
P000,2011-12,2.625917596308
P000,2012-01,2.633829787112
P000,2012-02,2.641741977917
P000,2012-03,2.649654168722
P000,2012-04,2.657566359526
P000,2012-05,2.665478550331
P000,2012-06,2.673390741135
P000,2012-07,2.681302931940
P000,2012-08,2.689215122745
P000,2012-09,2.697127313549
P000,2012-10,2.705039504354
P000,2012-11,2.712951695158
P000,2012-12,2.720863885963
P000,2013-01,2.728776076768
P000,2013-02,2.736688267572
P000,2013-03,2.744600458377
P000,2013-04,2.752512649181
P000,2013-05,2.760424839986
P000,2013-06,2.768337030791
P000,2013-07,2.776249221595
P000,2013-08,2.784161412400
P000,2013-09,2.792073603205
P000,2013-10,2.799985794009
P000,2013-11,2.807897984814
P000,2013-12,2.815810175618
P000,2014-01,2.823722366423
P000,2014-02,2.831634557228
P000,2014-03,2.839546748032
P000,2014-04,2.847458938837
P000,2014-05,2.855371129641
P000,2014-06,2.863283320446
P000,2014-07,2.871195511251
P000,2014-08,2.879107702055
P000,2014-09,2.887019892860
P000,2014-10,2.894932083664
P000,2014-11,2.902844274469
P000,2014-12,2.910756465274
P000,2015-01,2.918668656078
P000,2015-02,2.926580846883
P000,2015-03,2.934493037687
P000,2015-04,2.942405228492
P000,2015-05,2.950317419297
P000,2015-06,2.958229610101
P000,2015-07,2.966141800906
P000,2015-08,2.974053991711
P000,2015-09,2.981966182515
P000,2015-10,2.989878373320
P000,2015-11,2.997790564124
P000,2015-12,3.005702754929
P000,2016-01,3.013614945734
P000,2016-02,3.021527136538
P000,2016-03,3.029439327343
P000,2016-04,3.037351518147
P000,2016-05,3.045263708952
P000,2016-06,3.053175899757
P000,2016-07,3.061088090561
P000,2016-08,3.069000281366
P000,2016-09,3.076912472170
P000,2016-10,3.084824662975
P000,2016-11,3.092736853780
P000,2016-12,3.100649044584
P000,2017-01,3.108561235389
P000,2017-02,3.116473426194
P000,2017-03,3.124385616998
P000,2017-04,3.132297807803
P000,2017-05,3.140209998607
P000,2017-06,3.148122189412
P000,2017-07,3.156034380217
P000,2017-08,3.163946571021
P000,2017-09,3.171858761826
P000,2017-10,3.179770952630
P000,2017-11,3.187683143435
P000,2017-12,3.195595334240
P000,2018-01,3.203507525044
P000,2018-02,3.211419715849
P000,2018-03,3.219331906653
P000,2018-04,3.227244097458
P000,2018-05,3.235156288263
P000,2018-06,3.243068479067
P000,2018-07,3.250980669872
P000,2018-08,3.258892860677
P000,2018-09,3.266805051481
P000,2018-10,3.274717242286
P000,2018-11,3.282629433090
P000,2018-12,3.290541623895
P000,2019-01,3.298453814700
P000,2019-02,3.306366005504
P000,2019-03,3.314278196309
P000,2019-04,3.322190387113
P000,2019-05,3.330102577918
P000,2019-06,3.338014768723
P000,2019-07,3.345926959527
P000,2019-08,3.353839150332
P000,2019-09,3.361751341136
P000,2019-10,3.369663531941
P000,2019-11,3.377575722746
P000,2019-12,3.385487913550
P001,2000-01,-0.782000819371
P001,2000-02,-0.801768835456
P001,2000-03,-0.821536851541
P001,2000-04,-0.841304867627
P001,2000-05,-0.861072883712
P001,2000-06,-0.880840899797
P001,2000-07,-0.900608915883
P001,2000-08,-0.920376931968
P001,2000-09,-0.940144948053
P001,2000-10,-0.959912964139
P001,2000-11,-0.979680980224
P001,2000-12,-0.999448996309
P001,2001-01,-1.019217012395
P001,2001-02,-1.038985028480
P001,2001-03,-1.058753044565
P001,2001-04,-1.078521060651
P001,2001-05,-1.098289076736
P001,2001-06,-1.118057092821
P001,2001-07,-1.137825108907
P001,2001-08,-1.157593124992
P001,2001-09,-1.177361141077
P001,2001-10,-1.197129157163
P001,2001-11,-1.216897173248
P001,2001-12,-1.236665189333
P001,2002-01,-1.256433205419
P001,2002-02,-1.276201221504
P001,2002-03,-1.295969237589
P001,2002-04,-1.315737253675
P001,2002-05,-1.335505269760
P001,2002-06,-1.355273285845
P001,2002-07,-1.375041301931
P001,2002-08,-1.394809318016
P001,2002-09,-1.414577334101
P001,2002-10,-1.434345350187
P001,2002-11,-1.454113366272
P001,2002-12,-1.473881382358
P001,2003-01,-1.493649398443
P001,2003-02,-1.513417414528
P001,2003-03,-1.533185430614
P001,2003-04,-1.552953446699
P001,2003-05,-1.572721462784
P001,2003-06,-1.592489478870
P001,2003-07,-1.612257494955
P001,2003-08,-1.632025511040
P001,2003-09,-1.651793527126
P001,2003-10,-1.671561543211
P001,2003-11,-1.691329559296
P001,2003-12,-1.711097575382
P001,2004-01,-1.730865591467
P001,2004-02,-1.750633607552
P001,2004-03,-1.770401623638
P001,2004-04,-1.790169639723
P001,2004-05,-1.809937655808
P001,2004-06,-1.829705671894
P001,2004-07,-1.849473687979
P001,2004-08,-1.869241704064
P001,2004-09,-1.889009720150
P001,2004-10,-1.908777736235
